Equipment Name,Type,Flowrate,Pressure,Temperature
Equipment_5869,Pump,134.67,12.86,117.32
Equipment_5870,Separator,449.6,5.71,288.58
Equipment_5871,Separator,413.77,6.7,82.22
Equipment_5872,Valve,284.24,14.47,353.81
Equipment_5873,Condenser,375.89,2.95,81.55
Equipment_5874,Compressor,214.85,9.49,132.67
Equipment_5875,Reactor,66.55,18.89,82.0
Equipment_5876,Compressor,456.95,8.54,86.33
Equipment_5877,Condenser,107.51,9.25,233.34
Equipment_5878,Condenser,476.57,15.03,290.45
Equipment_5879,HeatExchanger,307.35,15.8,325.97
Equipment_5880,HeatExchanger,187.5,15.62,293.27
Equipment_5881,Compressor,272.99,19.96,177.22
Equipment_5882,Reactor,275.73,2.36,245.05
Equipment_5883,Compressor,60.48,19.66,374.68
Equipment_5884,Condenser,209.96,19.05,185.65
Equipment_5885,Condenser,382.94,17.19,138.34
Equipment_5886,Valve,279.53,9.63,231.76
Equipment_5887,HeatExchanger,159.9,17.55,154.07
Equipment_5888,Valve,200.8,5.2,141.64
Equipment_5889,Pump,438.37,16.04,322.58
Equipment_5890,Condenser,286.5,4.52,361.79
Equipment_5891,Valve,287.76,16.49,225.81
Equipment_5892,Compressor,482.66,12.68,322.92
Equipment_5893,HeatExchanger,194.4,2.86,115.48
Equipment_5894,HeatExchanger,265.79,18.01,241.68
Equipment_5895,Reactor,415.27,11.98,272.67
Equipment_5896,Compressor,391.51,13.47,221.73
Equipment_5897,Reactor,169.61,6.39,90.91
Equipment_5898,Valve,117.99,17.56,306.94
Equipment_5899,Separator,365.32,11.36,343.68
Equipment_5900,Pump,165.95,9.0,272.33
Equipment_5901,Compressor,465.2,11.15,109.21
Equipment_5902,Compressor,108.16,14.36,76.09
Equipment_5903,Compressor,193.24,14.21,155.56
Equipment_5904,Reactor,74.65,7.79,62.95
Equipment_5905,Valve,366.49,8.32,343.73
Equipment_5906,Compressor,451.07,11.68,296.07
Equipment_5907,Separator,336.14,18.56,247.29
Equipment_5908,Compressor,471.99,15.16,361.37
Equipment_5909,HeatExchanger,107.83,8.42,88.53
Equipment_5910,Pump,89.48,7.4,300.06
Equipment_5911,HeatExchanger,427.29,10.95,101.32
Equipment_5912,HeatExchanger,434.98,17.53,71.32
Equipment_5913,Pump,423.97,1.16,96.52
Equipment_5914,Separator,409.53,14.5,382.83
Equipment_5915,Valve,213.0,6.6,204.15
Equipment_5916,HeatExchanger,147.86,4.96,67.15
Equipment_5917,Valve,467.96,1.23,254.27
Equipment_5918,HeatExchanger,188.15,18.04,119.9
Equipment_5919,Condenser,229.28,18.33,52.39
Equipment_5920,Pump,364.8,2.17,315.44
Equipment_5921,HeatExchanger,182.01,10.91,104.2
Equipment_5922,Condenser,418.61,3.9,379.87
Equipment_5923,Reactor,81.52,15.42,257.48
Equipment_5924,Condenser,406.03,13.64,80.45
Equipment_5925,Compressor,320.83,6.65,126.24
Equipment_5926,HeatExchanger,307.85,3.22,263.8
Equipment_5927,Condenser,256.27,16.79,168.34
Equipment_5928,Valve,174.67,13.81,236.25
Equipment_5929,Reactor,258.83,1.13,329.83
Equipment_5930,Separator,252.51,12.93,327.41
Equipment_5931,HeatExchanger,312.69,16.4,294.3
Equipment_5932,Compressor,176.71,12.22,360.12
Equipment_5933,Separator,84.92,9.07,119.78
Equipment_5934,Condenser,115.29,12.09,112.03
Equipment_5935,Separator,364.63,12.77,329.77
Equipment_5936,Separator,60.12,13.16,162.31
Equipment_5937,Reactor,435.4,19.37,229.26
Equipment_5938,Separator,362.48,4.39,310.38
Equipment_5939,Separator,395.64,12.84,188.58
Equipment_5940,HeatExchanger,426.19,4.57,95.56
Equipment_5941,Reactor,105.22,4.99,287.81
Equipment_5942,Compressor,420.1,13.72,336.01
Equipment_5943,Condenser,277.09,18.4,54.48
Equipment_5944,Reactor,448.49,4.02,246.89
Equipment_5945,Reactor,448.96,19.29,214.29
Equipment_5946,Pump,60.88,7.07,140.86
Equipment_5947,Reactor,222.29,8.43,106.36
Equipment_5948,Pump,286.88,3.92,115.81
Equipment_5949,Condenser,355.26,12.7,303.74
Equipment_5950,Separator,178.78,12.33,237.67
Equipment_5951,HeatExchanger,163.46,9.4,393.4
Equipment_5952,HeatExchanger,221.57,10.05,135.13
Equipment_5953,Condenser,275.42,12.84,384.92
Equipment_5954,Condenser,478.02,12.09,230.29
Equipment_5955,Valve,392.95,8.11,101.11
Equipment_5956,Separator,243.19,17.8,101.86
Equipment_5957,Condenser,74.46,13.69,263.0
Equipment_5958,Reactor,125.83,4.9,341.0
Equipment_5959,HeatExchanger,255.17,7.08,311.7
Equipment_5960,Compressor,416.22,15.97,279.47
Equipment_5961,HeatExchanger,221.31,2.99,110.24
Equipment_5962,Pump,292.32,15.25,87.92
Equipment_5963,HeatExchanger,451.31,7.82,50.09
Equipment_5964,Valve,461.21,11.48,85.63
Equipment_5965,Separator,147.1,6.33,318.23
Equipment_5966,Condenser,69.62,19.74,363.34
Equipment_5967,Separator,187.43,18.21,134.12
Equipment_5968,Condenser,363.11,18.64,328.21
Equipment_5969,HeatExchanger,478.0,4.51,119.6
Equipment_5970,Compressor,84.66,16.99,137.25
Equipment_5971,Compressor,62.82,11.17,128.46
Equipment_5972,Valve,447.87,14.45,68.11
Equipment_5973,Pump,386.67,5.13,117.92
Equipment_5974,HeatExchanger,496.51,14.53,180.74
Equipment_5975,Condenser,228.56,18.37,191.91
Equipment_5976,HeatExchanger,237.22,6.08,158.31
Equipment_5977,Valve,127.54,5.43,230.15
Equipment_5978,Reactor,102.13,2.98,182.3
Equipment_5979,Reactor,310.42,6.07,389.63
Equipment_5980,Valve,213.93,11.18,332.57
Equipment_5981,Condenser,86.14,16.82,375.84
Equipment_5982,Separator,449.14,6.3,245.1
Equipment_5983,Valve,139.26,12.8,287.42
Equipment_5984,Condenser,386.86,10.11,108.34
Equipment_5985,Compressor,177.0,6.48,313.48
Equipment_5986,Valve,415.81,10.7,132.59
Equipment_5987,Condenser,103.28,4.19,101.04
Equipment_5988,Valve,390.23,13.15,64.65
Equipment_5989,Valve,94.15,3.2,215.28
Equipment_5990,Separator,251.11,14.89,150.38
Equipment_5991,Separator,380.3,4.38,395.35
Equipment_5992,Condenser,127.95,19.97,137.44
Equipment_5993,Condenser,178.55,16.65,353.29
Equipment_5994,Pump,439.15,7.53,160.75
Equipment_5995,Valve,448.3,9.1,312.19
Equipment_5996,Reactor,70.22,5.92,280.94
Equipment_5997,Valve,125.64,15.58,246.62
Equipment_5998,Valve,102.86,8.23,195.89
Equipment_5999,Condenser,130.86,15.35,284.89
Equipment_6000,Valve,486.58,1.35,192.55
Equipment_6001,HeatExchanger,298.24,3.58,241.84
Equipment_6002,Valve,260.65,7.93,256.43
Equipment_6003,HeatExchanger,493.01,3.07,143.57
Equipment_6004,Separator,300.63,12.42,168.91
Equipment_6005,Reactor,347.5,1.97,56.32
Equipment_6006,Condenser,199.75,17.34,348.26
Equipment_6007,Valve,221.95,15.46,314.59
Equipment_6008,HeatExchanger,317.48,5.11,114.24
Equipment_6009,HeatExchanger,81.4,10.19,176.72
Equipment_6010,Separator,165.15,9.58,197.37
Equipment_6011,HeatExchanger,138.57,14.77,167.03
Equipment_6012,Compressor,57.15,8.63,329.38
Equipment_6013,Pump,291.61,1.63,303.9
Equipment_6014,Reactor,302.47,6.2,318.51
Equipment_6015,Separator,222.77,9.86,366.45
Equipment_6016,Separator,170.93,19.52,258.3
Equipment_6017,Valve,343.43,17.74,265.09
Equipment_6018,Compressor,110.6,4.45,302.68
Equipment_6019,Valve,283.38,14.74,288.43
Equipment_6020,Valve,395.63,18.8,354.43
Equipment_6021,Condenser,123.93,1.17,319.57
Equipment_6022,Condenser,388.97,14.7,92.16
Equipment_6023,Condenser,392.36,9.73,374.93
Equipment_6024,Compressor,76.97,13.92,289.08
Equipment_6025,Valve,58.45,12.51,94.5
Equipment_6026,Pump,488.27,19.71,320.19
Equipment_6027,Reactor,137.02,6.49,175.44
Equipment_6028,Condenser,419.96,15.94,332.09
Equipment_6029,Condenser,302.83,5.46,384.39
Equipment_6030,Separator,169.01,9.28,139.33
Equipment_6031,Valve,108.49,19.53,350.09
Equipment_6032,Valve,273.5,15.56,320.75
Equipment_6033,Compressor,233.31,7.0,284.91
Equipment_6034,Compressor,364.5,12.77,184.72
Equipment_6035,Condenser,456.88,1.94,88.45
Equipment_6036,Valve,412.36,6.06,219.36
Equipment_6037,Pump,173.5,14.65,86.98
Equipment_6038,Reactor,445.52,11.83,225.05
Equipment_6039,Valve,425.03,9.92,337.1
Equipment_6040,Separator,468.11,14.13,399.17
Equipment_6041,Valve,256.4,8.57,119.3
Equipment_6042,HeatExchanger,395.86,1.5,122.75
Equipment_6043,Compressor,316.25,9.38,333.81
Equipment_6044,Separator,189.73,18.14,214.17
Equipment_6045,Reactor,497.49,17.28,370.53
Equipment_6046,Condenser,67.24,8.77,319.15
Equipment_6047,Separator,123.02,1.42,307.75
Equipment_6048,Valve,451.64,13.09,85.68
Equipment_6049,Condenser,77.25,15.08,62.56
Equipment_6050,Valve,449.07,6.59,160.87
Equipment_6051,Condenser,371.85,10.06,126.05
Equipment_6052,Reactor,66.51,19.85,299.31
Equipment_6053,Compressor,243.19,11.95,207.76
Equipment_6054,Reactor,389.51,7.67,233.1
Equipment_6055,HeatExchanger,312.4,12.92,334.81
Equipment_6056,Pump,471.14,4.42,217.48
Equipment_6057,Compressor,440.44,4.79,240.72
Equipment_6058,Reactor,199.69,18.57,344.81
Equipment_6059,HeatExchanger,88.08,5.54,200.97
Equipment_6060,Pump,474.92,6.9,79.09
Equipment_6061,HeatExchanger,282.78,11.33,232.6
Equipment_6062,Valve,83.48,18.09,252.78
Equipment_6063,Valve,417.46,15.85,229.13
Equipment_6064,Condenser,440.83,1.83,140.32
Equipment_6065,Compressor,337.74,14.17,128.29
Equipment_6066,Valve,251.38,10.58,179.41
Equipment_6067,Separator,347.98,10.04,108.18
Equipment_6068,HeatExchanger,368.01,14.14,283.11
Equipment_6069,Compressor,451.86,4.73,265.14
Equipment_6070,Separator,480.14,19.65,271.34
Equipment_6071,Valve,281.44,13.26,128.68
Equipment_6072,Condenser,409.32,7.95,136.29
Equipment_6073,Reactor,484.03,12.4,325.59
Equipment_6074,Condenser,118.06,5.11,291.54
Equipment_6075,Separator,58.22,13.04,356.31
Equipment_6076,Pump,441.03,1.54,191.23
Equipment_6077,Valve,137.87,7.48,241.56
Equipment_6078,Separator,69.12,15.2,308.57
Equipment_6079,Pump,122.04,16.35,390.95
Equipment_6080,Pump,222.85,5.81,396.37
Equipment_6081,HeatExchanger,148.67,11.25,399.71
Equipment_6082,Compressor,187.36,11.04,361.68
Equipment_6083,HeatExchanger,488.88,9.01,273.88
Equipment_6084,Valve,366.98,5.34,52.44
Equipment_6085,Pump,370.49,14.36,294.84
Equipment_6086,Separator,92.61,5.79,133.51
Equipment_6087,Reactor,379.44,18.31,70.01
Equipment_6088,Pump,382.7,11.04,294.01
Equipment_6089,Separator,346.89,17.54,314.6
Equipment_6090,Reactor,152.8,6.52,280.8
Equipment_6091,HeatExchanger,240.37,16.33,177.81
Equipment_6092,HeatExchanger,430.82,3.16,228.85
Equipment_6093,Compressor,351.59,15.57,377.23
Equipment_6094,Separator,379.75,8.35,305.36
Equipment_6095,Pump,314.32,9.93,226.64
Equipment_6096,Condenser,252.31,4.17,257.71
Equipment_6097,HeatExchanger,391.57,1.35,374.69
Equipment_6098,HeatExchanger,80.57,13.66,187.82
Equipment_6099,Compressor,352.92,12.17,85.65
Equipment_6100,Reactor,498.74,12.83,164.04
Equipment_6101,Compressor,401.09,5.85,195.32
Equipment_6102,Pump,180.75,5.55,145.54
Equipment_6103,Separator,175.02,16.78,235.14
Equipment_6104,Valve,350.25,15.46,156.7
Equipment_6105,Valve,453.13,7.4,86.11
Equipment_6106,Separator,310.08,13.12,115.82
Equipment_6107,Reactor,287.33,16.73,371.35
Equipment_6108,HeatExchanger,122.17,17.89,270.36
Equipment_6109,Reactor,371.96,1.11,160.01
Equipment_6110,HeatExchanger,366.03,16.46,178.42
Equipment_6111,HeatExchanger,485.13,7.66,222.68
Equipment_6112,Valve,185.09,14.65,285.6
Equipment_6113,Reactor,390.4,8.06,253.76
Equipment_6114,Compressor,245.33,12.52,376.44
Equipment_6115,HeatExchanger,301.31,13.29,269.01
Equipment_6116,Condenser,417.4,8.69,368.78
Equipment_6117,Condenser,149.9,10.74,51.9
Equipment_6118,Compressor,204.29,14.8,361.7
Equipment_6119,Condenser,397.99,10.05,302.51
Equipment_6120,Pump,306.71,1.27,110.27
Equipment_6121,HeatExchanger,91.59,1.25,142.06
Equipment_6122,Compressor,243.58,13.56,239.98
Equipment_6123,Reactor,313.98,17.1,93.73
Equipment_6124,HeatExchanger,459.28,15.92,324.88
Equipment_6125,Compressor,134.82,6.9,326.91
Equipment_6126,Valve,412.68,9.95,155.33
Equipment_6127,Reactor,108.78,5.45,74.44
Equipment_6128,Valve,159.01,19.79,396.1
Equipment_6129,HeatExchanger,159.5,5.95,137.76
Equipment_6130,Reactor,444.87,8.91,73.65
Equipment_6131,Condenser,139.56,13.94,165.49
Equipment_6132,Compressor,404.13,17.64,389.15
Equipment_6133,HeatExchanger,257.81,1.98,327.52
Equipment_6134,Pump,499.59,6.72,218.12
Equipment_6135,Reactor,427.59,11.81,156.87
Equipment_6136,Reactor,382.87,12.75,198.16
Equipment_6137,Separator,441.83,2.33,56.08
Equipment_6138,HeatExchanger,335.31,13.62,301.43
Equipment_6139,HeatExchanger,429.64,11.03,84.88
Equipment_6140,Valve,167.51,16.72,231.66
Equipment_6141,Separator,93.97,5.22,248.05
Equipment_6142,Condenser,327.17,4.71,50.59
Equipment_6143,Valve,245.61,16.07,392.96
Equipment_6144,Separator,241.9,14.37,155.75
Equipment_6145,Valve,287.04,16.04,77.03
Equipment_6146,Condenser,212.62,15.86,349.04
Equipment_6147,Separator,331.73,2.98,103.18
Equipment_6148,Separator,63.76,6.29,58.73
Equipment_6149,Pump,486.45,5.94,223.14
Equipment_6150,Valve,466.12,18.76,95.47
Equipment_6151,Valve,470.87,10.26,393.85
Equipment_6152,Reactor,214.25,3.11,53.64
Equipment_6153,Condenser,289.35,6.5,67.92
Equipment_6154,Compressor,479.36,17.57,341.65
Equipment_6155,Pump,456.06,17.09,133.91
Equipment_6156,Separator,405.61,18.11,369.06
Equipment_6157,Separator,233.3,8.38,158.9
Equipment_6158,Separator,303.95,13.19,74.42
Equipment_6159,Pump,406.81,6.29,53.71
Equipment_6160,Separator,172.86,4.44,148.9
Equipment_6161,Separator,331.9,1.42,215.81
Equipment_6162,Condenser,422.57,5.25,50.36
Equipment_6163,HeatExchanger,368.35,12.48,253.39
Equipment_6164,HeatExchanger,265.77,18.18,166.78
Equipment_6165,Reactor,313.07,3.53,186.55
Equipment_6166,Reactor,494.9,18.44,141.49
Equipment_6167,Separator,320.89,7.56,235.17
Equipment_6168,Condenser,403.53,9.11,130.54
Equipment_6169,Separator,376.97,7.93,97.19
Equipment_6170,Reactor,365.67,8.76,361.73
Equipment_6171,Pump,372.37,5.92,186.69
Equipment_6172,Pump,254.48,14.27,76.93
Equipment_6173,Compressor,263.37,15.41,130.61
Equipment_6174,HeatExchanger,260.54,16.64,158.48
Equipment_6175,Condenser,64.96,7.48,319.38
Equipment_6176,Valve,158.48,15.53,57.79
Equipment_6177,HeatExchanger,119.55,13.12,217.39
Equipment_6178,Valve,448.9,19.2,192.69
Equipment_6179,Compressor,173.74,9.07,388.94
Equipment_6180,Compressor,112.3,19.85,113.03
Equipment_6181,Separator,103.9,15.07,269.75
Equipment_6182,Reactor,365.0,15.75,120.77
Equipment_6183,Compressor,52.74,1.49,241.95
Equipment_6184,Compressor,262.09,10.45,244.27
Equipment_6185,Valve,103.49,11.04,76.37
Equipment_6186,Reactor,432.35,1.77,209.76
Equipment_6187,Compressor,481.3,6.93,211.4
Equipment_6188,HeatExchanger,481.44,19.16,161.7
Equipment_6189,Compressor,248.88,9.1,147.01
Equipment_6190,Reactor,340.03,4.55,128.5
Equipment_6191,Separator,319.87,10.75,52.08
Equipment_6192,Condenser,207.52,1.64,50.64
Equipment_6193,Reactor,249.83,10.8,256.43
Equipment_6194,Valve,78.95,12.29,152.01
Equipment_6195,Condenser,408.06,7.8,108.76
Equipment_6196,HeatExchanger,158.36,15.49,289.66
Equipment_6197,Pump,257.24,3.58,235.12
Equipment_6198,Reactor,266.28,17.69,370.24
Equipment_6199,Separator,302.32,19.15,340.86
Equipment_6200,Valve,418.04,1.02,304.36
Equipment_6201,HeatExchanger,361.35,17.01,94.3
Equipment_6202,Condenser,348.38,10.62,283.13
Equipment_6203,HeatExchanger,287.04,9.77,292.87
Equipment_6204,Reactor,93.18,5.53,317.17
Equipment_6205,Compressor,230.9,9.5,142.1
Equipment_6206,Separator,480.79,19.06,274.1
Equipment_6207,Reactor,498.0,5.0,266.4
Equipment_6208,Pump,378.72,4.4,184.86
Equipment_6209,Reactor,152.38,5.6,282.23
Equipment_6210,Condenser,95.85,11.48,80.34
Equipment_6211,Condenser,236.64,18.68,275.23
Equipment_6212,Reactor,435.46,11.9,262.11
Equipment_6213,Condenser,374.84,5.63,123.72
Equipment_6214,Compressor,447.75,9.37,336.37
Equipment_6215,HeatExchanger,327.1,8.42,356.04
Equipment_6216,Reactor,108.65,1.88,123.67
Equipment_6217,Separator,101.66,10.7,76.59
Equipment_6218,Compressor,71.6,3.39,261.25
Equipment_6219,HeatExchanger,305.19,17.0,217.97
Equipment_6220,Separator,159.3,11.43,199.66
Equipment_6221,Separator,380.47,17.05,316.35
Equipment_6222,Separator,358.81,19.16,389.38
Equipment_6223,HeatExchanger,193.15,18.92,217.18
Equipment_6224,Compressor,129.56,2.91,52.15
Equipment_6225,Separator,96.08,18.95,258.69
Equipment_6226,Separator,381.79,16.12,278.89
Equipment_6227,Valve,252.7,15.78,339.81
Equipment_6228,Reactor,195.59,2.71,119.79
Equipment_6229,HeatExchanger,435.49,4.41,233.51
Equipment_6230,HeatExchanger,317.13,19.53,206.5
Equipment_6231,Condenser,283.1,5.05,282.55
Equipment_6232,HeatExchanger,384.52,4.21,72.38
Equipment_6233,Compressor,417.01,7.88,359.4
Equipment_6234,HeatExchanger,358.73,18.35,228.91
Equipment_6235,Valve,248.0,10.05,356.97
Equipment_6236,Reactor,220.68,18.49,169.08
Equipment_6237,Reactor,397.25,7.35,278.73
Equipment_6238,HeatExchanger,283.06,5.3,384.85
Equipment_6239,Separator,366.97,10.41,380.18
Equipment_6240,Pump,450.68,12.69,380.44
Equipment_6241,Pump,462.15,8.44,65.03
Equipment_6242,Separator,174.97,7.57,191.06
Equipment_6243,Separator,134.55,5.14,71.27
Equipment_6244,Separator,167.58,6.23,158.32
Equipment_6245,Compressor,388.12,13.79,111.1
Equipment_6246,Pump,216.53,8.03,267.05
Equipment_6247,Separator,128.03,2.52,323.26
Equipment_6248,Compressor,94.27,3.62,229.67
Equipment_6249,Condenser,197.29,8.08,328.42
Equipment_6250,Compressor,111.26,18.57,54.48
Equipment_6251,Pump,120.37,8.2,337.17
Equipment_6252,HeatExchanger,357.75,2.15,112.43
Equipment_6253,Condenser,58.88,8.94,211.33
Equipment_6254,Pump,102.9,13.71,204.9
Equipment_6255,Compressor,429.96,12.28,355.6
Equipment_6256,Valve,430.21,6.3,388.09
Equipment_6257,Reactor,198.16,14.07,139.29
Equipment_6258,Pump,89.58,12.98,73.59
Equipment_6259,Separator,367.24,4.27,277.68
Equipment_6260,Compressor,212.06,4.08,225.99
Equipment_6261,Separator,70.46,11.4,248.0
Equipment_6262,Separator,121.02,13.53,66.19
Equipment_6263,Separator,111.75,19.28,321.36
Equipment_6264,Separator,315.1,9.02,131.32
Equipment_6265,Separator,454.15,15.53,167.23
Equipment_6266,Condenser,406.88,3.21,129.92
Equipment_6267,Pump,295.93,17.9,381.08
Equipment_6268,Pump,239.97,13.03,109.05
Equipment_6269,Reactor,328.4,12.95,306.31
Equipment_6270,Compressor,249.72,3.71,136.01
Equipment_6271,Valve,160.74,1.75,198.72
Equipment_6272,Condenser,355.64,14.33,398.62
Equipment_6273,Compressor,442.96,3.22,85.2
Equipment_6274,Condenser,217.79,3.41,358.48
Equipment_6275,Pump,428.69,4.56,381.12
Equipment_6276,Separator,243.99,2.86,294.38
Equipment_6277,Reactor,230.6,12.88,53.49
Equipment_6278,Reactor,62.75,9.02,337.28
Equipment_6279,HeatExchanger,362.88,6.06,358.8
Equipment_6280,Valve,413.38,9.37,393.33
Equipment_6281,Reactor,348.6,17.04,343.76
Equipment_6282,Separator,118.11,18.61,205.96
Equipment_6283,Pump,96.48,10.26,291.03
Equipment_6284,Valve,307.79,11.77,219.79
Equipment_6285,Compressor,230.68,5.89,173.56
Equipment_6286,Separator,243.09,10.76,269.25
Equipment_6287,Separator,485.51,15.21,319.44
Equipment_6288,Reactor,375.77,10.35,272.57
Equipment_6289,Valve,235.3,6.74,339.3
Equipment_6290,Pump,58.59,12.06,111.73
Equipment_6291,HeatExchanger,65.34,18.99,180.79
Equipment_6292,Condenser,358.16,17.87,159.41
Equipment_6293,Condenser,426.98,15.62,117.94
Equipment_6294,Pump,368.47,6.25,205.11
Equipment_6295,Pump,232.65,5.59,381.76
Equipment_6296,Condenser,64.01,16.93,238.3
Equipment_6297,HeatExchanger,485.33,4.45,150.24
Equipment_6298,Valve,493.85,12.51,173.92
Equipment_6299,Condenser,297.21,9.34,264.58
Equipment_6300,Pump,81.8,9.89,173.46
Equipment_6301,Reactor,293.44,9.64,238.42
Equipment_6302,Compressor,451.55,18.1,145.96
Equipment_6303,HeatExchanger,355.99,2.65,171.08
Equipment_6304,Separator,374.0,15.88,297.0
Equipment_6305,HeatExchanger,88.24,16.87,254.62
Equipment_6306,Reactor,97.93,18.91,82.72
Equipment_6307,Reactor,107.31,9.6,390.61
Equipment_6308,Separator,456.97,10.5,67.27
Equipment_6309,Pump,286.63,19.26,79.03
Equipment_6310,Condenser,406.21,9.71,295.49
Equipment_6311,Valve,101.88,10.57,297.81
Equipment_6312,HeatExchanger,467.44,7.31,56.63
Equipment_6313,Separator,419.51,1.6,274.96
Equipment_6314,HeatExchanger,151.14,9.23,61.64
Equipment_6315,Reactor,443.38,13.45,386.27
Equipment_6316,Condenser,168.55,14.11,293.65
Equipment_6317,HeatExchanger,142.4,1.12,115.3
Equipment_6318,Valve,168.91,16.22,105.34
Equipment_6319,Reactor,459.48,10.36,249.38
Equipment_6320,Valve,462.02,10.89,271.73
Equipment_6321,Condenser,198.05,19.27,340.93
Equipment_6322,HeatExchanger,367.45,6.4,366.16
Equipment_6323,Compressor,354.09,15.47,187.39
Equipment_6324,HeatExchanger,412.95,11.92,345.43
Equipment_6325,Condenser,183.43,14.32,239.83
Equipment_6326,HeatExchanger,279.56,8.94,214.7
Equipment_6327,Separator,350.45,6.3,294.64
Equipment_6328,HeatExchanger,61.82,11.38,86.12
Equipment_6329,Pump,219.53,8.12,142.89
Equipment_6330,HeatExchanger,363.15,5.24,335.87
Equipment_6331,HeatExchanger,163.67,16.95,226.43
Equipment_6332,Valve,480.97,10.04,367.82
Equipment_6333,Compressor,63.57,17.1,81.05
Equipment_6334,Valve,481.14,10.01,159.69
Equipment_6335,Valve,147.54,11.58,174.44
Equipment_6336,Reactor,71.97,19.91,197.95
Equipment_6337,Pump,181.61,19.08,395.39
Equipment_6338,Valve,403.83,6.16,158.73
Equipment_6339,Separator,388.6,17.5,231.54
Equipment_6340,Condenser,143.98,8.42,237.62
Equipment_6341,Separator,138.56,2.35,319.78
Equipment_6342,Condenser,339.16,11.94,231.25
Equipment_6343,HeatExchanger,256.14,19.56,262.01
Equipment_6344,Reactor,406.53,19.51,313.66
Equipment_6345,Pump,60.86,3.4,85.4
Equipment_6346,Separator,324.69,15.65,387.22
Equipment_6347,Pump,378.8,16.25,346.21
Equipment_6348,Separator,497.02,8.01,186.07
Equipment_6349,HeatExchanger,355.45,13.51,304.95
Equipment_6350,Condenser,154.33,10.28,316.81
Equipment_6351,Compressor,98.68,5.33,347.59
Equipment_6352,Reactor,338.41,15.46,115.91
Equipment_6353,Separator,285.43,5.99,296.3
Equipment_6354,Separator,454.62,7.47,61.67
Equipment_6355,HeatExchanger,376.97,4.61,90.45
Equipment_6356,Reactor,279.38,14.67,321.62
Equipment_6357,Condenser,231.62,9.72,334.55
Equipment_6358,Condenser,231.97,9.42,257.35
Equipment_6359,Separator,151.84,12.49,253.59
Equipment_6360,Compressor,57.8,3.99,312.33
Equipment_6361,Compressor,308.71,18.06,367.13
Equipment_6362,Pump,145.59,9.84,197.39
Equipment_6363,Reactor,143.75,7.96,90.19
Equipment_6364,Reactor,106.42,3.41,343.65
Equipment_6365,Condenser,135.32,4.19,169.58
Equipment_6366,Pump,64.31,18.49,96.83
Equipment_6367,HeatExchanger,353.4,9.68,265.12
Equipment_6368,Reactor,230.63,14.72,252.33
Equipment_6369,Pump,302.69,2.53,215.99
Equipment_6370,Pump,336.63,13.23,350.93
Equipment_6371,Separator,487.62,18.51,145.28
Equipment_6372,Condenser,80.72,6.7,54.63
Equipment_6373,Pump,238.06,12.0,163.21
Equipment_6374,Compressor,160.65,18.86,53.4
Equipment_6375,Compressor,264.52,14.67,240.26
Equipment_6376,Valve,464.21,2.18,182.39
Equipment_6377,Condenser,375.79,8.2,334.88
Equipment_6378,Separator,347.88,2.63,329.15
Equipment_6379,HeatExchanger,248.56,17.37,202.12
Equipment_6380,Valve,352.0,12.81,125.77
Equipment_6381,Compressor,64.57,19.17,197.85
Equipment_6382,Separator,313.81,1.38,274.46
Equipment_6383,Valve,299.2,9.04,116.57
Equipment_6384,Condenser,205.99,2.98,320.57
Equipment_6385,Separator,140.68,7.66,165.7
Equipment_6386,Condenser,413.4,4.08,376.26
Equipment_6387,Pump,74.24,7.25,229.15
Equipment_6388,Reactor,81.35,16.57,346.49
Equipment_6389,Pump,248.23,4.05,265.56
Equipment_6390,Condenser,163.65,10.0,244.11
Equipment_6391,Separator,385.45,18.51,288.75
Equipment_6392,Compressor,335.39,19.98,334.02
Equipment_6393,HeatExchanger,397.64,5.76,275.58
Equipment_6394,Compressor,196.11,18.78,329.03
Equipment_6395,Separator,383.23,5.97,116.66
Equipment_6396,Pump,438.04,8.86,147.13
Equipment_6397,HeatExchanger,205.37,17.68,130.4
Equipment_6398,Separator,202.95,15.94,329.41
Equipment_6399,Condenser,454.98,17.29,80.14
Equipment_6400,Compressor,72.41,16.2,328.55
Equipment_6401,Condenser,207.59,5.47,186.16
Equipment_6402,HeatExchanger,103.4,11.62,77.83
Equipment_6403,HeatExchanger,63.04,8.32,198.55
Equipment_6404,Compressor,100.79,9.73,155.18
Equipment_6405,Condenser,244.06,3.93,257.18
Equipment_6406,Valve,359.13,7.0,215.38
Equipment_6407,Condenser,180.18,17.3,153.87
Equipment_6408,HeatExchanger,432.35,18.05,351.79
Equipment_6409,Condenser,246.93,12.59,192.39
Equipment_6410,Separator,485.7,10.47,214.74
Equipment_6411,Pump,479.37,14.54,346.32
Equipment_6412,Valve,397.97,12.57,81.17
Equipment_6413,Reactor,469.58,19.69,186.46
Equipment_6414,Separator,368.19,4.61,191.0
Equipment_6415,Pump,453.01,9.53,223.54
Equipment_6416,Reactor,156.41,18.45,87.14
Equipment_6417,Compressor,205.44,18.38,85.93
Equipment_6418,Reactor,388.82,10.41,195.75
Equipment_6419,Separator,241.05,3.56,61.56
Equipment_6420,Condenser,426.8,16.48,139.24
Equipment_6421,Separator,444.94,12.12,120.41
Equipment_6422,Reactor,184.88,15.69,221.29
Equipment_6423,HeatExchanger,420.55,9.79,53.91
Equipment_6424,Pump,119.42,4.87,286.51
Equipment_6425,Pump,200.39,1.46,349.46
